As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
19-Mar-13,465.6,71.21,--,7950000.00
18-Mar-13,468.23,71.61,--,7950000.00
15-Mar-13,470.86,72.02,--,7950000.00
14-Mar-13,470.34,71.94,--,7950000.00
13-Mar-13,466.74,71.39,--,7950000.00
12-Mar-13,469.28,71.78,--,7950000.00
11-Mar-13,468.12,71.6,--,7950000.00
8-Mar-13,466.75,71.4,--,7950000.00
7-Mar-13,461.93,70.66,--,7950000.00
6-Mar-13,460.75,70.48,--,7950000.00
5-Mar-13,454.54,69.54,--,8050000.00
4-Mar-13,451.56,69.08,--,8050000.00
1-Mar-13,451.75,69.12,--,8100000.00
28-Feb-13,453.37,69.36,--,8250000.00
27-Feb-13,453.28,69.35,--,8250000.00
26-Feb-13,445.57,68.18,--,8250000.00
25-Feb-13,441.92,67.62,--,8250000.00
22-Feb-13,452.77,69.28,--,8250000.00
21-Feb-13,447.57,68.48,--,8300000.00
20-Feb-13,452.36,69.19,--,8300000.00
19-Feb-13,467.13,71.45,--,8350000.00
15-Feb-13,468.13,71.6,--,8600000.00
14-Feb-13,471.38,72.1,--,8600000.00
13-Feb-13,471.39,72.1,--,8600000.00
12-Feb-13,470.08,71.9,--,8600000.00
11-Feb-13,469.14,71.76,--,8600000.00
8-Feb-13,470.61,71.99,--,8600000.00
7-Feb-13,467.3,71.48,--,8600000.00
6-Feb-13,469.7,71.85,--,8600000.00
5-Feb-13,467.45,71.51,--,8600000.00
4-Feb-13,465.47,71.21,--,8550000.00
1-Feb-13,470.66,72,--,8550000.00
31-Jan-13,465.7,71.24,--,8400000.00
30-Jan-13,469.07,71.76,--,8400000.00
29-Jan-13,472.74,72.32,--,8400000.00
28-Jan-13,469.57,71.84,--,8250000.00
25-Jan-13,474.7,72.62,--,8450000.00
24-Jan-13,472.63,72.31,--,8450000.00
23-Jan-13,472.81,72.34,--,8450000.00
22-Jan-13,475.42,72.74,--,8450000.00
18-Jan-13,470.52,71.99,--,8250000.00
17-Jan-13,468.18,71.63,--,8250000.00
16-Jan-13,464.1,71.01,--,8250000.00
15-Jan-13,467.59,71.55,--,8150000.00
14-Jan-13,467.25,71.49,--,8150000.00
11-Jan-13,467.73,71.57,--,8150000.00
10-Jan-13,469.58,71.85,--,8150000.00
9-Jan-13,467.39,71.52,--,8150000.00
8-Jan-13,464.8,71.12,--,8150000.00
7-Jan-13,466.29,71.35,--,7900000.00
4-Jan-13,467.1,71.48,--,7900000.00
3-Jan-13,461.17,70.57,--,7700000.00
2-Jan-13,463.98,71,--,7700000.00
31-Dec-12,453,69.33,--,7700000.00
28-Dec-12,443.31,67.85,--,7700000.00
27-Dec-12,449.14,68.74,--,7700000.00
26-Dec-12,450.9,69.01,--,7450000.00
24-Dec-12,448.48,68.64,--,7450000.00
21-Dec-12,447.39,68.48,--,7400000.00
20-Dec-12,451.17,69.05,--,7400000.00
19-Dec-12,447.36,68.47,0.5,7450000.00
