As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Dec 17, 2013","2,285.74",34.55,--,"68,100,000.00"
"Dec 16, 2013","2,291.90",34.64,--,"68,300,000.00"
"Dec 13, 2013","2,284.59",34.53,--,"68,300,000.00"
"Dec 12, 2013","2,284.49",34.53,--,"68,200,000.00"
"Dec 11, 2013","2,295.74",34.70,--,"68,200,000.00"
"Dec 10, 2013","2,316.80",35.02,--,"68,200,000.00"
"Dec 09, 2013","2,329.64",35.21,--,"68,000,000.00"
"Dec 06, 2013","2,330.88",35.23,--,"68,000,000.00"
"Dec 05, 2013","2,300.51",34.77,--,"68,000,000.00"
"Dec 04, 2013","2,310.80",34.93,--,"68,000,000.00"
"Dec 03, 2013","2,318.90",35.05,--,"67,900,000.00"
"Dec 02, 2013","2,323.61",35.12,--,"67,900,000.00"
"Nov 30, 2013",--,35.25,--,"67,900,000.00"
"Nov 29, 2013","2,332.24",35.25,--,"67,900,000.00"
"Nov 27, 2013","2,337.09",35.32,--,"67,900,000.00"
"Nov 26, 2013","2,335.12",35.29,--,"67,900,000.00"
"Nov 25, 2013","2,339.64",35.36,--,"67,900,000.00"
"Nov 22, 2013","2,342.98",35.41,--,"67,900,000.00"
"Nov 21, 2013","2,335.02",35.29,--,"67,500,000.00"
"Nov 20, 2013","2,324.95",35.14,--,"67,500,000.00"
"Nov 19, 2013","2,335.96",35.30,--,"67,500,000.00"
"Nov 18, 2013","2,341.35",35.39,--,"67,600,000.00"
"Nov 15, 2013","2,349.57",35.51,--,"67,600,000.00"
"Nov 14, 2013","2,342.37",35.40,--,"67,600,000.00"
"Nov 13, 2013","2,326.28",35.16,--,"67,000,000.00"
"Nov 12, 2013","2,310.48",34.92,--,"67,000,000.00"
"Nov 11, 2013","2,311.24",34.93,--,"67,000,000.00"
"Nov 08, 2013","2,311.36",34.93,--,"67,000,000.00"
"Nov 07, 2013","2,297.34",34.72,--,"61,200,000.00"
"Nov 06, 2013","2,321.57",35.09,--,"61,200,000.00"
"Nov 05, 2013","2,308.67",34.89,--,"61,200,000.00"
"Nov 04, 2013","2,313.66",34.97,--,"61,200,000.00"
"Nov 01, 2013","2,307.76",34.88,--,"61,200,000.00"
"Oct 31, 2013","2,301.41",34.78,--,"61,000,000.00"
"Oct 30, 2013","2,307.55",34.88,--,"61,000,000.00"
"Oct 29, 2013","2,320.74",35.08,--,"60,800,000.00"
"Oct 28, 2013","2,309.41",34.90,--,"60,800,000.00"
"Oct 25, 2013","2,303.98",34.82,--,"60,600,000.00"
"Oct 24, 2013","2,292.53",34.65,--,"61,100,000.00"
"Oct 23, 2013","2,291.34",34.63,--,"61,100,000.00"
"Oct 22, 2013","2,294.46",34.68,--,"61,000,000.00"
"Oct 21, 2013","2,272.33",34.35,--,"61,000,000.00"
"Oct 18, 2013","2,274.54",34.38,--,"60,900,000.00"
"Oct 17, 2013","2,269.22",34.30,--,"60,900,000.00"
"Oct 16, 2013","2,246.42",33.96,--,"60,900,000.00"
"Oct 15, 2013","2,210.59",33.42,--,"60,900,000.00"
"Oct 14, 2013","2,225.84",33.65,--,"60,900,000.00"
"Oct 11, 2013","2,221.32",33.58,--,"60,900,000.00"
"Oct 10, 2013","2,208.58",33.39,--,"60,900,000.00"
"Oct 09, 2013","2,169.65",32.80,--,"61,100,000.00"
"Oct 08, 2013","2,168.81",32.79,--,"61,100,000.00"
"Oct 07, 2013","2,183.75",33.01,--,"61,100,000.00"
"Oct 04, 2013","2,196.98",33.21,--,"61,100,000.00"
"Oct 03, 2013","2,186.45",33.05,--,"61,100,000.00"
"Oct 02, 2013","2,207.45",33.37,--,"61,100,000.00"
"Oct 01, 2013","2,211.73",33.44,--,"61,100,000.00"
"Sep 30, 2013","2,197.56",33.22,--,"61,100,000.00"
"Sep 27, 2013","2,206.63",33.36,--,"61,100,000.00"
"Sep 26, 2013","2,216.68",33.51,--,"60,900,000.00"
"Sep 25, 2013","2,208.78",33.39,--,"60,900,000.00"
"Sep 24, 2013","2,215.47",33.49,0.27,"60,900,000.00"
"Sep 23, 2013","2,222.01",33.86,--,"60,900,000.00"
"Sep 20, 2013","2,228.69",33.97,--,"61,600,000.00"
"Sep 19, 2013","2,245.08",34.22,--,"61,600,000.00"
"Sep 18, 2013","2,249.04",34.28,--,"61,600,000.00"
"Sep 17, 2013","2,213.36",33.73,--,"61,600,000.00"
"Sep 16, 2013","2,207.19",33.64,--,"61,600,000.00"
"Sep 13, 2013","2,193.31",33.43,--,"62,000,000.00"
"Sep 12, 2013","2,186.09",33.32,--,"64,000,000.00"
"Sep 11, 2013","2,192.35",33.41,--,"64,000,000.00"
"Sep 10, 2013","2,181.16",33.24,--,"65,200,000.00"
"Sep 09, 2013","2,169.61",33.07,--,"65,700,000.00"
"Sep 06, 2013","2,151.66",32.80,--,"66,200,000.00"
"Sep 05, 2013","2,145.87",32.71,--,"66,800,000.00"
"Sep 04, 2013","2,149.62",32.77,--,"66,900,000.00"
"Sep 03, 2013","2,139.58",32.61,--,"66,900,000.00"
"Aug 31, 2013",--,32.66,--,"66,900,000.00"
"Aug 30, 2013","2,142.56",32.66,--,"66,900,000.00"
"Aug 29, 2013","2,146.68",32.72,--,"66,900,000.00"
"Aug 28, 2013","2,141.61",32.65,--,"66,900,000.00"
"Aug 27, 2013","2,143.01",32.67,--,"67,100,000.00"
