As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
13-May-16,"1,082.71",143.18,--,12450000.00
12-May-16,"1,083.28",143.25,--,12450000.00
11-May-16,"1,090.89",144.26,--,12500000.00
10-May-16,"1,104.75",146.09,--,12500000.00
9-May-16,"1,095.31",144.84,--,12500000.00
6-May-16,"1,082.34",143.14,--,12500000.00
5-May-16,"1,088.16",143.91,--,12500000.00
4-May-16,"1,084.22",143.39,--,12500000.00
3-May-16,"1,095.59",144.89,--,12500000.00
2-May-16,"1,100.34",145.52,--,12500000.00
29-Apr-16,"1,093.90",144.68,--,12500000.00
28-Apr-16,"1,110.56",146.88,--,12550000.00
27-Apr-16,"1,115.76",147.57,--,12550000.00
26-Apr-16,"1,117.75",147.83,--,12550000.00
25-Apr-16,"1,122.53",148.46,--,12550000.00
22-Apr-16,"1,127.42",149.12,--,12550000.00
21-Apr-16,"1,124.16",148.69,--,12550000.00
20-Apr-16,"1,117.17",147.76,--,12550000.00
19-Apr-16,"1,110.67",146.91,--,12450000.00
18-Apr-16,"1,108.95",146.68,--,12350000.00
15-Apr-16,"1,099.18",145.4,--,12400000.00
14-Apr-16,"1,100.13",145.52,--,12400000.00
13-Apr-16,"1,098.99",145.37,--,12350000.00
12-Apr-16,"1,087.69",143.88,--,12350000.00
11-Apr-16,"1,078.77",142.71,--,12350000.00
8-Apr-16,"1,086.87",143.78,--,12350000.00
7-Apr-16,"1,091.72",144.42,--,12350000.00
6-Apr-16,"1,103.96",146.04,--,12350000.00
5-Apr-16,"1,074.10",142.1,--,12350000.00
4-Apr-16,"1,086.75",143.77,--,12350000.00
1-Apr-16,"1,076.28",142.4,--,12450000.00
31-Mar-16,"1,062.02",140.52,--,12450000.00
30-Mar-16,"1,061.88",140.5,--,12450000.00
29-Mar-16,"1,062.55",140.59,--,12500000.00
28-Mar-16,"1,049.36",138.85,--,12500000.00
24-Mar-16,"1,052.95",139.33,--,12550000.00
23-Mar-16,"1,053.74",139.43,0.37,12600000.00
22-Mar-16,"1,061.71",140.86,--,12600000.00
21-Mar-16,"1,050.42",139.37,--,12600000.00
18-Mar-16,"1,044.95",138.65,--,12600000.00
17-Mar-16,"1,030.94",136.79,--,12600000.00
16-Mar-16,"1,041.76",138.23,--,12600000.00
15-Mar-16,"1,045.36",138.71,--,12600000.00
14-Mar-16,"1,064.08",141.19,--,12600000.00
11-Mar-16,"1,068.17",141.74,--,12600000.00
10-Mar-16,"1,046.36",138.85,--,12600000.00
9-Mar-16,"1,046.50",138.87,--,12600000.00
8-Mar-16,"1,045.26",138.7,--,12600000.00
7-Mar-16,"1,060.28",140.7,--,12550000.00
4-Mar-16,"1,051.21",139.5,--,12550000.00
3-Mar-16,"1,052.66",139.69,--,12550000.00
2-Mar-16,"1,056.20",140.16,--,12550000.00
1-Mar-16,"1,053.91",139.86,--,12550000.00
29-Feb-16,"1,030.50",136.76,--,12550000.00
26-Feb-16,"1,047.02",138.95,--,12550000.00
25-Feb-16,"1,048.01",139.09,--,12550000.00
24-Feb-16,"1,034.83",137.34,--,12550000.00
23-Feb-16,"1,031.03",136.84,--,12550000.00
22-Feb-16,"1,039.54",137.97,--,12550000.00
19-Feb-16,"1,025.77",136.15,--,12550000.00
18-Feb-16,"1,024.72",136.01,--,12550000.00
17-Feb-16,"1,033.31",137.15,--,12550000.00
16-Feb-16,"1,017.98",135.12,--,12550000.00
12-Feb-16,998.36,132.53,--,12550000.00
11-Feb-16,984.11,130.64,--,12550000.00
10-Feb-16,"1,000.80",132.86,--,12550000.00
9-Feb-16,991.74,131.66,--,12750000.00
8-Feb-16,984.59,130.71,--,12850000.00
5-Feb-16,"1,000.95",132.88,--,12950000.00
4-Feb-16,"1,022.27",135.71,--,13000000.00
3-Feb-16,"1,026.07",136.21,--,13050000.00
2-Feb-16,"1,020.43",135.47,--,13050000.00
1-Feb-16,"1,036.50",137.6,--,13050000.00
29-Jan-16,"1,033.86",137.26,--,13050000.00
28-Jan-16,"1,015.42",134.81,--,13050000.00
27-Jan-16,"1,040.53",138.14,--,13050000.00
26-Jan-16,"1,053.62",139.88,--,13050000.00
25-Jan-16,"1,045.89",138.86,--,12600000.00
22-Jan-16,"1,056.26",140.23,--,12600000.00
21-Jan-16,"1,038.38",137.86,--,12600000.00
20-Jan-16,"1,043.88",138.59,--,12650000.00
19-Jan-16,"1,039.60",138.02,--,12750000.00
15-Jan-16,"1,042.92",138.47,--,12800000.00
14-Jan-16,"1,058.07",140.48,--,12800000.00
13-Jan-16,"1,030.97",136.89,--,12750000.00
12-Jan-16,"1,064.43",141.33,--,12800000.00
11-Jan-16,"1,052.01",139.68,--,12850000.00
8-Jan-16,"1,064.44",141.34,--,12850000.00
7-Jan-16,"1,079.75",143.37,--,12850000.00
6-Jan-16,"1,103.37",146.5,--,12850000.00
5-Jan-16,"1,113.88",147.9,--,12850000.00
4-Jan-16,"1,108.36",147.17,--,12850000.00
31-Dec-15,"1,130.23",150.07,--,12850000.00
30-Dec-15,"1,140.30",151.41,--,12900000.00
29-Dec-15,"1,145.38",152.09,1.28,12950000.00
28-Dec-15,"1,131.22",151.48,--,12950000.00
24-Dec-15,"1,136.27",152.16,0.57,12950000.00
23-Dec-15,"1,135.02",152.56,--,13050000.00
22-Dec-15,"1,122.53",150.89,--,13050000.00
21-Dec-15,"1,115.40",149.93,--,13050000.00
18-Dec-15,"1,106.15",148.7,--,13050000.00
17-Dec-15,"1,121.30",150.73,--,13050000.00
16-Dec-15,"1,134.25",152.47,--,13000000.00
15-Dec-15,"1,118.60",150.37,--,12950000.00
14-Dec-15,"1,101.78",148.12,--,12950000.00
11-Dec-15,"1,096.28",147.39,--,12950000.00
10-Dec-15,"1,114.45",149.83,--,12950000.00
9-Dec-15,"1,105.77",148.66,--,12950000.00
8-Dec-15,"1,117.68",150.26,--,12950000.00
7-Dec-15,"1,114.42",149.83,--,12950000.00
4-Dec-15,"1,123.23",151.02,--,12950000.00
3-Dec-15,"1,097.00",147.5,--,12950000.00
2-Dec-15,"1,123.44",151.05,--,12950000.00
1-Dec-15,"1,133.12",152.35,--,12950000.00
30-Nov-15,"1,114.70",149.88,--,12900000.00
27-Nov-15,"1,130.61",152.02,--,12950000.00
25-Nov-15,"1,127.92",151.66,--,12950000.00
24-Nov-15,"1,121.33",150.78,--,13000000.00
23-Nov-15,"1,118.76",150.43,--,13000000.00
20-Nov-15,"1,119.68",150.56,--,13050000.00
19-Nov-15,"1,111.59",149.48,--,13050000.00
18-Nov-15,"1,130.77",152.05,--,13050000.00
17-Nov-15,"1,108.92",149.12,--,13050000.00
16-Nov-15,"1,103.79",148.43,--,13050000.00
13-Nov-15,"1,091.98",146.85,--,13050000.00
12-Nov-15,"1,093.02",146.99,--,13050000.00
11-Nov-15,"1,112.67",149.64,--,13050000.00
10-Nov-15,"1,124.37",151.21,--,13050000.00
9-Nov-15,"1,117.67",150.31,--,12350000.00
6-Nov-15,"1,125.42",151.35,--,12400000.00
5-Nov-15,"1,129.02",151.84,--,12500000.00
4-Nov-15,"1,134.09",152.52,--,12500000.00
3-Nov-15,"1,136.88",152.9,--,12500000.00
2-Nov-15,"1,139.85",153.3,--,12500000.00
30-Oct-15,"1,115.50",150.03,--,12500000.00
29-Oct-15,"1,120.84",150.75,--,12500000.00
28-Oct-15,"1,118.74",150.47,--,12500000.00
27-Oct-15,"1,106.99",148.89,--,12550000.00
26-Oct-15,"1,087.13",146.24,--,13050000.00
23-Oct-15,"1,082.17",145.57,--,12950000.00
22-Oct-15,"1,059.32",142.51,--,12800000.00
21-Oct-15,"1,067.50",143.61,--,12750000.00
20-Oct-15,"1,076.97",144.88,--,12750000.00
19-Oct-15,"1,094.35",147.22,--,12800000.00
16-Oct-15,"1,091.26",146.82,--,12800000.00
15-Oct-15,"1,081.91",145.56,--,12800000.00
14-Oct-15,"1,055.88",142.07,--,12850000.00
13-Oct-15,"1,057.49",142.29,--,12850000.00
12-Oct-15,"1,072.18",144.26,--,12850000.00
9-Oct-15,"1,070.34",144.02,--,13000000.00
8-Oct-15,"1,064.65",143.26,--,12850000.00
7-Oct-15,"1,062.39",142.96,--,12900000.00
6-Oct-15,"1,047.45",140.95,--,12650000.00
5-Oct-15,"1,074.72",144.62,--,13750000.00
2-Oct-15,"1,072.87",144.37,--,13750000.00
1-Oct-15,"1,049.16",141.19,--,13850000.00
30-Sep-15,"1,040.99",140.09,--,13900000.00
29-Sep-15,"1,016.19",136.76,--,14000000.00
28-Sep-15,"1,009.19",135.82,--,14200000.00
